event_id,row_id,pre_event_status,post_event_status,retry_pre,retry_post,retry_reason,original_error_category
FIRMS_TN_0526,526,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0527,527,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0528,528,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0529,529,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0530,530,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0531,531,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0532,532,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0533,533,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0534,534,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0536,536,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0537,537,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0538,538,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0539,539,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0540,540,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0541,541,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0542,542,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0543,543,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0544,544,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0545,545,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0546,546,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0547,547,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0548,548,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0549,549,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0550,550,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0551,551,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0552,552,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0553,553,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0554,554,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0555,555,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0556,556,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0557,557,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0558,558,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0559,559,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0560,560,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0561,561,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0562,562,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0563,563,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0564,564,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0565,565,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0566,566,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0567,567,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0568,568,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0569,569,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0570,570,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0571,571,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0572,572,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0573,573,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0574,574,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0575,575,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0576,576,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0577,577,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0578,578,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0579,579,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0580,580,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0581,581,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0582,582,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0583,583,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0584,584,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0585,585,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0586,586,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0587,587,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0588,588,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0589,589,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0590,590,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0591,591,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0592,592,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0593,593,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0594,594,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0595,595,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0596,596,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0597,597,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0598,598,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0599,599,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0600,600,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0601,601,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0602,602,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0603,603,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0604,604,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0605,605,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0606,606,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0607,607,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0608,608,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0609,609,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0610,610,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0611,611,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0612,612,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0613,613,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0614,614,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0615,615,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0616,616,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0617,617,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0618,618,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0619,619,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0620,620,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0621,621,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0622,622,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0623,623,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0624,624,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0625,625,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0626,626,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0627,627,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0628,628,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0629,629,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0630,630,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0631,631,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0632,632,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
